,0,1
614604,-1.2881836965685591e-05,-2.1803493174384646e-05
615067,-1.2882076407148986e-05,-2.1806093120632788e-05
615882,2.1852085288528488e-05,3.6991170735767537e-05
615896,2.5985218631965206e-05,4.3987714900759546e-05
615897,3.817149416952533e-05,6.461657148983964e-05
615914,2.1852085288528488e-05,3.6991170735767537e-05
615930,0.0003726895650420997,0.0001385649373222767
615948,0.00022742858404070122,7.814623071700252e-05
615975,2.033708600322713e-05,3.442658872769506e-05
616042,2.321249844703914e-05,3.9294070244507226e-05
616053,2.321249844703914e-05,3.9294070244507226e-05
616071,0.00020292489880106179,4.677722444978685e-05
616072,2.9474556754059487e-05,4.9894446246988784e-05
616083,0.00013141430429360724,2.40510040501858e-05
616134,2.1612730445316563e-05,4.9588012271345805e-05
616149,2.2647578479276794e-05,5.172985842216819e-05
616165,2.5717388198332178e-05,5.808350641177111e-05
616176,2.2647578479276794e-05,5.172985842216819e-05
616197,4.650609150271713e-05,7.872532954181508e-05
616215,0.00022742858404070122,7.814623071700252e-05
616222,2.2647578479276794e-05,5.172985842216819e-05
616284,2.185210060551825e-05,3.6995118299690486e-05
616288,2.1612730445316563e-05,4.9588012271345805e-05
616300,3.970310652286183e-05,6.720927600318005e-05
616325,2.0840421875973392e-05,3.528244018815748e-05
616326,3.0199106492956753e-05,5.112102030274144e-05
616349,2.687537004568278e-05,6.04802051357167e-05
616382,2.321249844703914e-05,3.9294070244507226e-05
616393,0.0001296652568201287,2.349515300957536e-05
616398,3.3669594821154014e-05,5.69958476974175e-05
616402,3.817149416952533e-05,6.461657148983964e-05
616405,2.084040700511043e-05,3.5278607602052585e-05
616414,0.0002553552633384745,0.0009278765728407978
616459,0.0002553552633384745,0.0009278765728407978
616463,2.2647578479276794e-05,5.172985842216819e-05
616475,2.2647578479276794e-05,5.172985842216819e-05
616528,0.0002501818005928984,0.00042353164113371046
616552,6.8428479334366e-05,0.00011583621221404501
616572,4.674565122815868e-05,7.913143538477441e-05
616610,3.077164414617148e-05,5.209057327298759e-05
616629,4.609347239154572e-05,7.80274244811507e-05
616655,3.1838706063339044e-05,5.389689988964498e-05
616687,6.260664013036155e-05,0.0001059809798766311
616721,5.591915560404368e-05,9.466037972773136e-05
616777,5.1314411782048574e-05,8.68654512472576e-05
616791,5.1351179019783525e-05,8.692769097212558e-05
616817,5.219439653101976e-05,8.835509289667427e-05
616852,6.8428479334366e-05,0.00011583621221404501
616928,5.219439653101976e-05,8.835509289667427e-05
616947,6.260664013036155e-05,0.0001059809798766311
616993,3.0009197326961727e-05,5.079954290089488e-05
616994,2.5916970794048903e-05,4.387223980483041e-05
616995,2.576782285843592e-05,4.3619762834693556e-05
617001,3.325319368843786e-05,5.629096568937868e-05
617006,2.7158413907299903e-05,4.597374925276662e-05
617007,0.0002020276765233,4.649215741712243e-05
617009,3.909206666573123e-05,6.617498421274745e-05
617010,2.5737107662920145e-05,4.3567768286669064e-05
617013,0.00025217329170928304,6.24285583690581e-05
617014,3.119576014115795e-05,5.280815121970312e-05
617019,0.005095998966041707,0.0019275981194150052
617021,-7.431261209782099e-06,-1.2579499595722655e-05
617023,2.6541239475017987e-05,4.492899908530334e-05
617025,-7.999270501181151e-06,-1.3541024451604161e-05
617026,1.9247373023240193e-05,3.258197400071781e-05
617037,1.1773310008671063e-05,1.992991296631743e-05
617041,1.7476060312361103e-05,2.958350362585392e-05
617053,3.909206666573123e-05,6.617498421274745e-05
617056,0.000313178104545381,8.181603928335354e-05
617062,0.0003352838805890182,8.884130976968649e-05
617063,1.5289390501940614e-05,2.5881918577722548e-05
617067,2.621350455832574e-05,4.437421085820228e-05
617070,3.909206666573123e-05,6.617498421274745e-05
617071,2.8440891961366372e-05,4.8144722468231736e-05
617077,2.5563972634679783e-05,4.327468607151785e-05
617085,4.799588277753795e-05,8.12473250086526e-05
617086,0.000246976127001277,6.07768865271064e-05
617090,1.5167435857659268e-05,2.567547429168048e-05
617095,4.882691593710235e-05,8.265409429008949e-05
617103,0.00044360217804482674,0.00012326513351348844
617104,1.656991426412307e-05,2.804958357647243e-05
617106,0.00019233061276859568,4.341040649077927e-05
617113,3.227083064399028e-05,5.4628025843666555e-05
617114,5.978459639222504e-05,0.00010120320762288105
617115,2.8257234081880684e-05,4.783382721672369e-05
617119,0.0001910066596651195,4.298965090885445e-05
617120,2.7279749167825006e-05,4.617914504870734e-05
617121,2.110099830505117e-05,3.57197827340219e-05
617122,6.7525652913783806e-06,1.1430818367100652e-05
617125,0.0001910066596651195,4.298965090885445e-05
617132,2.2332271131309836e-05,3.780407596481979e-05
617135,2.6387262939372366e-05,4.466834828224529e-05
617143,2.6541239475017987e-05,4.492899908530334e-05
617146,3.116246901559486e-05,5.275179614861166e-05
617149,1.5256765692646915e-05,2.5826691443884512e-05
617152,0.00019050198447187334,4.2829263879993844e-05
617156,2.2332271131309836e-05,3.780407596481979e-05
617157,2.2460323504972097e-05,3.802084246036802e-05
617159,1.126488721641669e-05,1.906925709730166e-05
617161,4.08644581043257e-05,6.917528065314864e-05
617164,3.745455379241167e-05,6.34030096150661e-05
617167,2.6387262939372366e-05,4.466834828224529e-05
617174,0.00019050198447187334,4.2829263879993844e-05
617181,3.909206666573123e-05,6.617498421274745e-05
617182,2.621350455832574e-05,4.437421085820228e-05
617184,0.0002776665972331897,7.053039413101591e-05
617188,3.909206666573123e-05,6.617498421274745e-05
617199,1.1773310008671063e-05,1.992991296631743e-05
617278,8.30114424407148e-05,3.958781990989583e-06
617355,-1.288210865158691e-05,-2.180654066322799e-05
617546,-1.2436928531257798e-05,-1.3558381424600728e-05
617839,-1.2436928531257798e-05,-1.3558381424600728e-05
617870,0.0007564703391685106,-4.705884926250961e-05
618473,4.64821341154358e-05,7.868607907905778e-05
618539,0.0024770309827875287,0.0007694970515151135
618654,5.472963677166423e-05,9.26475849964068e-05
618794,3.371453607840214e-05,5.707192406024153e-05
622549,-1.2882131090131939e-05,-2.1806687503862282e-05
622710,-1.2882109794282105e-05,-2.1806532018932812e-05
622746,-1.2882132901480573e-05,-2.180670901500571e-05
622874,-1.2882131090131939e-05,-2.1806687503862282e-05
622929,-1.2882131090131939e-05,-2.1806687503862282e-05
622986,-1.2882133148673105e-05,-2.1806710757468307e-05
623218,-1.2882131090131939e-05,-2.1806687503862282e-05
623417,0.0010787911607480728,-5.763909651516956e-05
623697,0.00010166753568319381,0.00021527908074389144
623777,0.00019573495257772957,6.49638316486764e-05
623804,0.00010166753568319381,0.00021527908074389144
623807,0.00010166753568319381,0.00021527908074389144
623849,0.00010166753568319381,0.00021527908074389144
623861,0.00010166753568319381,0.00021527908074389144
623877,-9.742422582042193e-06,3.6363703479791486e-05
623900,0.00010166753568319381,0.00021527908074389144
624382,-1.2851819096021057e-05,-1.1750886232684162e-05
624400,-1.2457021173518303e-05,-1.393047978215864e-05
624567,-1.2604567894008374e-05,-1.666429478507927e-05
624728,-1.5078144953468383e-06,-2.5521493329973422e-06
624847,-1.2101412640586949e-05,-1.8129342935865278e-05
624866,-8.820281137387686e-06,-2.0715344466816278e-05
624902,-7.1649697859281414e-06,-1.212865129948377e-05
625078,-8.022545755563446e-06,-1.3580377387456623e-05
625122,-1.1327216779594131e-05,-1.785283386297798e-05
625133,-7.1649697859281414e-06,-1.212865129948377e-05
625174,-1.2882126210958537e-05,-2.1806667946729754e-05
625176,-1.2882126210958537e-05,-2.1806667946729754e-05
625229,-1.2851819096021057e-05,-1.1750886232684162e-05
625237,-8.045668141676715e-06,-9.508436385232126e-06
630267,6.422268824533934e-06,1.814800302942949e-05
630508,1.7627336247113502e-05,7.669396231740582e-05
630683,-8.91696084050503e-06,-1.5094490433359573e-05
630718,-1.013510404878638e-05,-1.7156517037142968e-05
630747,4.042499450718265e-05,8.611312152065917e-05
630758,-8.91696084050503e-06,-1.5094490433359573e-05
630833,2.0956419901735965e-05,4.822963290995033e-05
630853,-8.91696084050503e-06,-1.5094490433359573e-05
631003,6.563184975110028e-06,1.1112404366330211e-05
631014,2.742467104653281e-05,4.64289624051163e-05
631122,1.5439568241083533e-05,2.613607999986895e-05
631168,6.483113175732218e-06,1.0976850248070619e-05
631224,4.6112351821731736e-05,7.805876961126913e-05
631237,5.717736368000834e-06,9.68113841051298e-06
631287,2.192977419078736e-05,3.712265864391301e-05
631295,5.87131030292424e-05,9.938923973628365e-05
631315,-1.166769846804308e-05,6.949058125756566e-07
631354,0.00016305617924413266,2.5467492872693585e-05
631411,-1.2882127495909155e-05,-2.1806671854933162e-05
631435,0.0034491374516162137,0.0012992085132599038
631464,0.0014296263154394886,0.0005286164076981197
631507,0.0034491374516162137,0.0012992085132599038
631625,0.0034491374516162137,0.0012992085132599038
631696,0.00016796609540017035,0.0005620669219038363
631770,0.00018577274673144955,0.00031447948143716655
631772,0.00015868345204815757,0.0002686222851703702
631824,2.9062159765304614e-05,6.310915758204983e-05
631866,0.0014296263154394886,0.0005286164076981197
631875,0.0014296263154394886,0.0005286164076981197
631893,0.0014296263154394886,0.0005286164076981197
631970,0.0001398962831892062,0.0004714427372053207
632010,6.64288917965352e-05,0.00011245227316282511
632022,0.00011182865748177859,-3.5310062497880696e-05
632044,8.714373308463763e-05,0.00014751739144507113
632053,0.0034491374516162137,0.0012992085132599038
632094,0.00011705568292478341,0.003973565446183651
632210,0.001845284076257711,0.0008810950393746183
632233,-1.2882117579407305e-05,-2.1806546094060035e-05
632237,0.00015571284794980997,0.0002635935984968521
632243,0.000669390659480573,0.0013903092494645425
632288,0.0034491374516162137,0.0012992085132599038
632297,2.110098956602137e-05,3.5719709838873005e-05
632358,2.2823344579669182e-05,3.863531283365452e-05
632366,-1.2882133482380842e-05,-2.1806712823181423e-05
632376,2.2823344579669182e-05,3.863531283365452e-05
632389,4.996317277000024e-05,8.73045632996625e-06
632391,4.996317277000024e-05,8.73045632996625e-06
632491,4.2372493310732135e-05,7.172921264268039e-05
632522,0.0001128106659176266,0.0001909684905750712
632552,-1.0656059511757487e-05,1.943543873480185e-05
632554,0.0001128106659176266,0.0001909684905750712
632570,3.659962165908723e-05,6.195680212230673e-05
632637,0.0001128106659176266,0.0001909684905750712
632644,9.978786690450364e-05,0.00016892324430583123
632677,5.454945957364804e-05,9.234257812085583e-05
632948,0.00017354982541322638,0.00029378832249794633
632959,0.00017354982541322638,0.00029378832249794633
632973,0.00017354982541322638,0.00029378832249794633
632994,0.00017354982541322638,0.00029378832249794633
632998,0.00042212560380805605,0.0007145814214062764
632999,0.0001224311610422037,0.0002072508056816208
633015,0.00012243142942902028,0.00020725427482717518
633036,0.00018287147311382059,0.0003095681585229769
633042,0.00042212560380805605,0.0007145814214062764
633043,0.00017354982541322638,0.00029378832249794633
633052,0.00023880105329193715,0.0004042466566283301
633053,0.00017354982541322638,0.00029378832249794633
633083,0.00015490667940395322,0.00026222890334093605
633100,0.00010016779936194729,2.5214383782906784e-05
633112,0.00015490667940395322,0.00026222890334093605
633118,0.00017354982541322638,0.00029378832249794633
633147,0.00017354982541322638,0.00029378832249794633
633160,0.00042212560380805605,0.0007145814214062764
633176,8.211781069672496e-05,1.7706813877523223e-05
633178,0.00017354982541322638,0.00029378832249794633
633189,0.00017354982541322638,0.00029378832249794633
633206,0.00017354982541322638,0.00029378832249794633
633284,0.001482374877002862,0.0025093885428559936
634866,0.00019680912539747525,0.00033316204177989754
634867,0.00019680912539747525,0.00033316204177989754
634871,0.0002774595734676235,0.0004696884249654642
634890,0.00019680912539747525,0.00033316204177989754
634922,0.00019680912539747525,0.00033316204177989754
637776,9.510869441830472e-05,0.00016100024186066042
638646,-1.2882059895677657e-05,-2.1806284687517332e-05
638669,-1.2881011251516778e-05,-2.1800178352586936e-05
638709,-1.2882015545900363e-05,-2.1805873017543052e-05
638752,-1.2882075992921499e-05,-2.180637842299599e-05
638817,9.098516341613925e-05,0.00015401992545505203
640027,7.263619318352315e-05,0.00012295833420878947
640058,7.521515603400853e-05,0.00012732399119163649
640209,-9.092844677876247e-06,0.001235172273134191
640333,0.00013134227987131848,2.5851440865283408e-05
640398,0.0003851738625647303,0.00010972867412940753
640412,1.2505663771649736e-05,4.274997033752462e-05
643329,-1.1642316141407111e-05,-1.8654071202904055e-05
643370,5.453759830222293e-05,0.002694827253358729
643408,0.0001021527764556981,0.004613449691709424
643435,1.6333085109014e-05,0.0011554014000627031
643605,2.120228799210255e-05,0.0013516027432197851
644143,-1.2882126271711542e-05,-2.1806631969394287e-05
644212,0.0005935208839667659,0.00014112665977655497
644229,-1.2881262199360679e-05,-2.1796940780119005e-05
644323,9.86076075122657e-06,1.6692357985938414e-05
644330,4.018461733146535e-05,6.802444917967345e-05
644332,0.0002924934411790453,0.0004951379994321237
644356,3.129593666949304e-05,5.297766760973438e-05
645117,1.6513243283057815e-05,3.903605365959051e-05
646025,5.681661348764772e-05,-2.935095734438022e-05
646089,4.414411437248951e-05,-2.7979276694164147e-05
646136,5.681661348764772e-05,-2.935095734438022e-05
646160,0.0005110313301684493,0.0001781038770971016
646228,4.414411437248951e-05,-2.7979276694164147e-05
646286,0.0009331825978112136,0.0005556315515634782
646288,-8.831516871882615e-07,-1.4949189724894663e-06
646329,0.00040270777825293755,0.00018013262743239795
646335,-5.747432334560107e-06,-9.729140050156262e-06
646340,-5.747432334560107e-06,-9.729140050156262e-06
646376,-5.747432334560107e-06,-9.729140050156262e-06
646958,6.31975549621454e-05,0.00010698072632171124
647239,8.835926958566717e-05,0.0001495742888643356
647244,9.510866756555565e-05,0.0001609994554773298
647261,8.835926958566717e-05,0.0001495742888643356
647292,8.240389380661863e-05,0.0001394930549100009
647341,0.00010282252433265008,0.00017406000306432115
647378,8.716072394410627e-06,1.4755078851386444e-05
647386,6.996591868655127e-05,0.00014966559537129995
647397,6.996591868655127e-05,0.00014966559537129995
647430,8.716072394410627e-06,1.4755078851386444e-05
653802,7.38962131947277e-05,0.000125091737568869
654058,0.00013437807748068205,0.00022747548327014196
654080,0.0011136498072201427,0.0004467540956888797
654104,0.0008298583593250674,0.0002460228808258787
654113,0.0013565709040135854,0.0004134162936218713
654174,5.6540545705998514e-05,9.571205049043087e-05
654207,0.00013437807748068205,0.00022747548327014196
654264,0.000145798254314591,0.0002468075672697093
654298,0.0008170892272272934,0.00024196125376866348
654299,0.001046250438117106,0.00041872053375680284
654304,0.001040543401510275,0.00031298025367012253
654320,0.00011784456664798662,0.00024876101274416777
654329,0.0013916850664565839,0.0004245758521857979
654350,0.0008170892272272934,0.00024196125376866348
654366,0.00017364253273536543,0.0003642472048864274
654376,0.0006894013583102509,0.00020138157689200063
654381,0.0008170892272272934,0.00024196125376866348
654427,0.0009258945050948441,0.0003686606363545812
654451,0.0006894013583102509,0.00020138157689200063
654493,0.0011075795954291663,0.0003342848863280995
654531,0.0006894013583102509,0.00020138157689200063
654655,0.0002637762735990653,6.611893068572477e-05
654720,3.760717679151696e-05,6.36624077498296e-05
656932,5.0251941543158635e-05,8.506669659756671e-05
657009,-1.2226894752403438e-05,-9.666831846925793e-06
657267,5.0251941543158635e-05,8.506669659756671e-05
657691,0.00025922010394448263,0.0005290619913911245
657857,0.04903334582445948,0.01869482553491017
658441,-9.891206707093527e-06,3.360743220102082e-05
659182,-1.0908654804424202e-05,-1.678848427904399e-05
659601,2.5994568561644287e-05,4.400354240752101e-05
660147,0.00015234260126741064,4.691555932766057e-05
660378,-1.2355349225858963e-05,-2.091497759508152e-05
660690,-1.285121694339197e-05,-2.123391598845799e-05
661223,-1.2355349225858963e-05,-2.091497759508152e-05
661242,0.0006907711470387704,0.00024668732809845877
661596,-1.0786236864074597e-05,-1.8258792610476036e-05
661617,-7.35987749961444e-06,-1.245868602214732e-05
662213,5.68702772157358e-05,0.00012256127825772644
662231,2.310471133126615e-05,5.267599563972751e-05
662348,1.1942414782065926e-05,2.9573162070290236e-05
662405,6.71434017378953e-05,0.00014382377428866742
662430,1.6492314390108576e-05,3.8990182388549804e-05
662480,-1.2882123788540295e-05,-2.180667906073707e-05
662852,2.896931349807024e-05,6.481408274513988e-05
662900,1.6492314390108576e-05,3.8990182388549804e-05
663503,3.431046317876471e-05,7.58687695292299e-05
663670,2.0971218932040963e-05,4.826026276578855e-05
663793,3.431046317876471e-05,7.58687695292299e-05
663830,2.896931349807024e-05,6.481408274513988e-05
663985,1.9176453684646743e-05,4.4545600408988004e-05
664187,1.2865587180205726e-05,2.177887883056203e-05
664218,4.66351474516031e-05,0.00010137742075491767
664280,2.896931349807024e-05,6.481408274513988e-05
664314,7.603512469958109e-05,0.00016222715524382482
664426,2.310471133126615e-05,5.267599563972751e-05
664540,2.310471133126615e-05,5.267599563972751e-05
664625,0.00011440436189706909,0.00019366312807546804
664626,0.00011440436189706909,0.00019366312807546804
665098,0.00011440436189706909,0.00019366312807546804
665099,0.00011440436189706909,0.00019366312807546804
665304,5.9851486711716435e-05,0.00012544189257809253
665305,5.9851486711716435e-05,0.00012544189257809253
665306,5.9851486711716435e-05,0.00012544189257809253
665307,5.9851486711716435e-05,0.00012544189257809253
665499,0.00011440436189706909,0.00019366312807546804
665500,0.00011440436189706909,0.00019366312807546804
665876,3.146935096209834e-05,5.327122231901579e-05
665877,3.146935096209834e-05,5.327122231901579e-05
665878,3.146935096209834e-05,5.327122231901579e-05
665879,3.146935096209834e-05,5.327122231901579e-05
666028,0.00011440436189706909,0.00019366312807546804
666029,0.00011440436189706909,0.00019366312807546804
666127,0.00011440436189706909,0.00019366312807546804
666128,0.00011440436189706909,0.00019366312807546804
666158,0.00011440436189706909,0.00019366312807546804
666159,0.00011440436189706909,0.00019366312807546804
666382,5.9851486711716435e-05,0.00012544189257809253
666383,5.9851486711716435e-05,0.00012544189257809253
666384,5.9851486711716435e-05,0.00012544189257809253
666385,5.9851486711716435e-05,0.00012544189257809253
667160,0.00022200236509207512,5.284044860679363e-05
668227,3.146935096209834e-05,5.327122231901579e-05
668228,3.146935096209834e-05,5.327122231901579e-05
668229,3.146935096209834e-05,5.327122231901579e-05
668230,3.146935096209834e-05,5.327122231901579e-05
668381,5.9851486711716435e-05,0.00012544189257809253
668382,5.9851486711716435e-05,0.00012544189257809253
668383,5.9851486711716435e-05,0.00012544189257809253
668384,5.9851486711716435e-05,0.00012544189257809253
668520,3.146935096209834e-05,5.327122231901579e-05
668521,3.146935096209834e-05,5.327122231901579e-05
668522,3.146935096209834e-05,5.327122231901579e-05
668523,3.146935096209834e-05,5.327122231901579e-05
668687,0.00018541047793375426,4.121110391137754e-05
668895,0.0005311358625327503,0.0017345701282166308
669220,5.822780138088869e-05,0.002182840836731827
669221,5.822780138088869e-05,0.002182840836731827
669372,0.00011440436189706909,0.00019366312807546804
669373,0.00011440436189706909,0.00019366312807546804
669390,5.9851486711716435e-05,0.00012544189257809253
669391,5.9851486711716435e-05,0.00012544189257809253
669392,5.9851486711716435e-05,0.00012544189257809253
669393,5.9851486711716435e-05,0.00012544189257809253
669394,3.146935096209834e-05,5.327122231901579e-05
669395,3.146935096209834e-05,5.327122231901579e-05
669396,3.146935096209834e-05,5.327122231901579e-05
669397,3.146935096209834e-05,5.327122231901579e-05
669417,5.822780138088869e-05,0.002182840836731827
669418,5.822780138088869e-05,0.002182840836731827
669869,0.00011440436189706909,0.00019366312807546804
669870,0.00011440436189706909,0.00019366312807546804
670517,0.00011980306791618257,0.00020280494193890953
670538,0.00011980306791618257,0.00020280494193890953
670567,0.00011980306791618257,0.00020280494193890953
670577,7.608056487228715e-05,0.00012878940974411857
670592,9.632207430329578e-05,0.0001630542522495699
670709,0.00018150170058845564,0.00030728444582867916
679426,7.389615685820302e-05,0.0001250906547397582
679527,1.0823214360345229e-05,1.832208285882056e-05
679705,0.0014427171391749533,0.0029250419899983977
679842,8.825409413689107e-05,0.00014939832875361675
680267,0.00038016939418943936,0.004060802106060486
680424,4.555446663840412e-05,7.711450649448168e-05
680475,5.285904092039959e-05,8.947965774701578e-05
680652,5.285904092039959e-05,8.947965774701578e-05
680674,4.346744538472663e-05,7.35816060854074e-05
680711,4.346744538472663e-05,7.35816060854074e-05
680769,4.555446663840412e-05,7.711450649448168e-05
680790,4.346744538472663e-05,7.35816060854074e-05
680803,7.477276277821323e-05,0.00012657510983184344
680866,4.555446663840412e-05,7.711450649448168e-05
680893,6.397134788426533e-05,0.00013725850952162839
680947,0.00014489666276243664,0.000245280539641727
680989,3.219753038254686e-05,5.450394348313363e-05
680998,9.230373919723759e-05,0.0001562514696931092
681001,0.00038016939418943936,0.004060802106060486
681041,5.7241785410543036e-05,9.689874836471423e-05
681084,6.600727421295886e-05,0.00011173692929901178
681102,7.678025972326841e-05,0.00016376937644921292
681474,6.48659480471269e-05,0.0002534571180169825
681485,1.1590993000798571e-05,2.8845817218851346e-05
681632,-1.2748498611174027e-05,-2.133358466197769e-05
