,0,1
681694,-7.021971681211318e-06,-2.8870148034827225e-06
681871,3.163395462776053e-05,7.032914501482333e-05
681900,7.821268428279765e-06,1.3240020991331268e-05
681968,1.082314761918719e-05,1.8321289634064406e-05
682579,1.087818351526305e-05,2.7370500841217268e-05
682684,7.662460597145115e-05,6.638720342109917e-06
682698,-1.0150078662504649e-06,-1.718112001615553e-06
682702,7.90394419091215e-05,0.00013379759652178654
682765,8.643499930087799e-05,0.00014631675320428845
682776,-1.0298620502615822e-05,-1.743335765759026e-05
682783,2.3209051097912096e-05,3.928823459188843e-05
682848,0.00011116253106908918,1.761494705816682e-05
682857,9.773287829578952e-06,1.654425241513494e-05
682942,4.786271144739176e-05,8.102180792016151e-05
682962,6.518352861586046e-05,0.00011034238681834353
682970,0.00010492604030901865,0.00017761828023476166
683003,0.00014512560619906338,2.840848522084482e-05
683037,0.0005348990206489762,0.00015227931280528562
683062,-8.571121772125887e-06,-1.4509057820510616e-05
683067,2.7488273534004243e-05,4.653207752608428e-05
683164,0.0001491040944603611,0.0002524026342126237
683178,3.614271071488196e-05,6.118225861818797e-05
683225,0.00017052675944559883,3.6481026234675e-05
683263,0.000265947377576884,6.680590345397563e-05
683331,-3.132050795324333e-06,-5.301829999964267e-06
683343,-1.0298620502615822e-05,-1.743335765759026e-05
683370,5.3234735330915264e-05,9.011574914313517e-05
683512,6.767393228290143e-05,3.794177035317991e-06
683559,7.411370251922246e-05,0.0001254593334358893
683599,0.0004956246746732546,0.00013979784136958963
683620,0.0003031454821531803,7.862754091722166e-05
683638,-1.0298620502615822e-05,-1.743335765759026e-05
683725,2.281731760021321e-05,3.86251103977684e-05
683739,0.00010203700787325782,1.4714836202725442e-05
683760,2.3849444530641014e-05,4.0372288882605567e-05
683810,1.8070655134673712e-05,3.0589987691361236e-05
683889,2.101832760776708e-05,-1.1033074255583101e-05
683939,4.464139419581516e-05,7.556878074989223e-05
683945,4.204157626668257e-05,7.116782402997441e-05
683968,2.152202784861866e-05,3.6432451414751593e-05
683997,0.00016101666930167056,3.34586991778295e-05
683998,0.000163821488521493,3.435007674516432e-05
684047,0.00021922855176258372,5.195856034937207e-05
684065,1.2477750940846053e-05,2.112235189276717e-05
684066,0.00013456438751484196,2.505210725812238e-05
684092,3.129593666949304e-05,5.297766760973438e-05
684124,0.0006191730249235249,0.00017906177221975271
684137,6.767393228290143e-05,3.794177035317991e-06
684165,0.00024389030976464443,5.979611996773085e-05
684208,1.7023022335352212e-05,2.881656096154459e-05
684231,5.3234735330915264e-05,9.011574914313517e-05
684267,6.767393228290143e-05,3.794177035317991e-06
684321,5.3234735330915264e-05,9.011574914313517e-05
684398,3.476088309833249e-05,5.884310883901462e-05
684448,2.2141922615024632e-05,3.74818056819431e-05
684479,1.914150938538387e-05,3.2402723559479434e-05
684519,5.924532491944388e-05,0.0001002902300233849
684625,1.1027277896378745e-05,1.8666999531135496e-05
684628,6.767393228290143e-05,3.794177035317991e-06
684673,5.3234735330915264e-05,9.011574914313517e-05
684678,0.0004073415482858403,0.00011174127434388741
684725,3.339965414856514e-05,5.653882836356453e-05
684737,1.284786818969215e-05,2.1748884226133366e-05
684745,2.3849444530641014e-05,4.0372288882605567e-05
684773,2.6387262498533964e-05,4.466829242753576e-05
684788,8.155043498106766e-06,1.3804897791391123e-05
684852,0.000311889328191058,8.140635395276805e-05
684876,0.000148875087476723,2.9600078417449947e-05
684878,0.000163821488521493,3.435007674516432e-05
684913,5.016901152712856e-06,8.492668620163016e-06
684927,0.00032292435275800297,8.491330844182997e-05
684941,3.3164928987886006e-06,5.614227384776785e-06
684953,2.668547856523849e-06,4.517389773212233e-06
685076,0.00032292435275800297,8.491330844182997e-05
685278,3.276630433857912e-05,-7.299542038815033e-06
685295,0.00015062941296390108,3.0157606822140957e-05
685349,5.3234735330915264e-05,9.011574914313517e-05
685368,0.00016971160886442133,3.6221969630624935e-05
685369,0.00012855808561961667,0.00021762281198006646
685378,2.0903717008170454e-05,-1.1069497750094697e-05
685379,1.603675035999795e-05,-1.2616230195625488e-05
685496,0.00016574217994044885,3.49604766000035e-05
685516,0.0001116324684042022,1.776429415177359e-05
685525,0.0001351668486539454,2.524357070103967e-05
685546,0.000315786585264239,8.264491061432374e-05
685593,0.0005138305187700123,0.00014558369769414526
685594,5.4146660279464906e-05,9.165924007655835e-05
685649,0.00014512560619906338,2.840848522084482e-05
685706,0.00017514345895226514,3.794822324554995e-05
685736,1.0879838518594532e-05,1.8417415007092914e-05
685759,3.760708906572783e-05,6.366114980185156e-05
685772,4.0373621584222415e-05,6.834432001223708e-05
685783,4.786271144739176e-05,8.102180792016151e-05
685848,5.3234735330915264e-05,9.011574914313517e-05
685864,0.00013410746422278145,2.4906896055326477e-05
686306,-1.184219373561072e-05,-1.9162325426203014e-05
686429,1.6065060923223277e-05,-1.4028942167092377e-05
687635,6.40866829569763e-05,0.003079601369403551
687711,4.2537255222684366e-05,7.20072697474596e-05
687911,-9.713785948116011e-07,-1.6442399089490837e-06
687914,0.002496872670898056,0.07778926135402366
687980,0.0003509042206933243,9.38074672253828e-05
688022,1.9951893521165056e-05,3.3774583204353936e-05
688027,2.9655224043674827e-05,0.0016922082687565291
688052,6.577331788599478e-05,0.00011134250704176088
688060,3.5713743905304085e-05,6.045617428627104e-05
688171,1.3628834404699151e-05,-1.1690883607572402e-05
688200,1.4115588651118538e-05,2.3897922226511346e-05
688242,-9.713785948116011e-07,-1.6442399089490837e-06
688271,1.656991426412307e-05,2.804958357647243e-05
688325,6.090875062388353e-05,0.0001275823145292671
688333,0.000136512748815474,2.5671350803888558e-05
688378,1.0067514328429204e-05,1.704234953307272e-05
688405,2.9879534853653547e-05,5.058037464139718e-05
688429,4.6383241247548684e-05,0.00010085604532991206
688548,3.497239339568692e-05,0.0019064601275734531
688622,6.577331788599478e-05,0.00011134250704176088
688627,2.5994568998074303e-05,4.4003597703683475e-05
688650,727.8257726919978,2576.836735482616
688940,-1.1991726554708308e-05,-5.310073960583225e-06
689457,-2.256245594398076e-06,-2.946922384638798e-07
689476,-1.1572071710716477e-05,-1.8475459383180074e-05
689634,2.7641781537293995e-06,4.679374741903649e-06
689793,3.3869753369201906e-05,5.7334916040956146e-05
689932,3.760707744052147e-05,6.366168120773022e-05
690414,-6.80966255400262e-06,0.00025784787931227627
690629,0.00010517416828395866,1.5712015680744695e-05
690699,-1.2857399831473417e-05,-2.1348469891689513e-05
690868,1.361879193406444e-06,-2.147838034353539e-05
690952,1.7585501812929584e-05,2.976892266498597e-05
691866,-8.27865379190153e-06,-2.2305164051469472e-05
691906,-1.2573389660465835e-05,-1.60864797170499e-05
691918,-1.2882128581063899e-05,-2.1806655657975054e-05
691983,-6.6092440465383115e-06,-2.2485871531728932e-05
693728,2.967701157811741e-05,0.0012976699479686762
694413,0.000751289179869767,-4.688936018608741e-05
695195,-1.288213337658125e-05,-2.1806712544179758e-05
695840,0.0001104576713873863,0.00018698393187330115
695965,3.260697520871665e-05,0.00013924557370237543
695966,3.260697520871665e-05,0.00013924557370237543
696037,4.0777922624522876e-05,6.902947486904812e-05
696047,6.942244110102855e-05,0.0025298720556428058
696204,0.00010079261841019063,0.00017062374548073894
696449,3.429067824469414e-06,5.804816456621522e-06
696450,-6.46637277692615e-06,-1.9686664017025464e-05
696941,4.84867960223204e-05,0.00010520981568993964
697262,-1.2633570249412495e-05,-2.1385941591925682e-05
697540,8.733429416623162e-05,0.0030852396789566388
698441,-8.03257398377079e-06,-2.0204205782655925e-05
698867,3.462807862632313e-05,5.861836487179044e-05
698996,1.3104967601830304e-05,2.2184137089492647e-05
699030,0.0001530026141788014,0.0002590050028539893
699050,-1.2633570249412495e-05,-2.1385941591925682e-05
699100,0.0001389788366885441,4.135714050337409e-05
699257,-1.2633570249412495e-05,-2.1385941591925682e-05
699465,0.0001104576713873863,0.00018698393187330115
699597,-1.2710894400689712e-05,-1.8634218947009528e-05
699598,-1.2633570249412495e-05,-2.1385941591925682e-05
699902,2.3863331805091264e-05,4.039603803356054e-05
700290,-1.2633570249412495e-05,-2.1385941591925682e-05
700315,-1.0647646586217952e-05,1.9592555885941754e-05
700323,0.0004611087631040545,0.0007806053861125362
700385,0.0008879423978161714,0.0003219223217146832
700386,0.0008879423978161714,0.0003219223217146832
700581,-1.573639284349665e-06,6.948864767621127e-06
700724,-1.2633570249412495e-05,-2.1385941591925682e-05
700802,-3.0873702538797147e-06,3.099745741662728e-06
700874,8.870346185952568e-05,0.0031276900189756806
701046,-1.2633570249412495e-05,-2.1385941591925682e-05
701059,0.00018185247480391673,0.0003078605981179931
701373,0.000111432312257869,1.7700599642702913e-05
701593,8.394652923263098e-05,0.000142105650407778
702214,0.00013454593459966103,0.00022776237415883104
702471,0.00011783363930510024,3.2562173899034506e-05
702830,9.495906745073208e-05,0.00016074818173510141
703178,5.746075446951053e-05,0.0021590597983177843
703179,5.746075446951053e-05,0.0021590597983177843
703366,8.870346185952568e-05,0.0031276900189756806
703688,-1.2633570249412495e-05,-2.1385941591925682e-05
704243,4.3665822686918626e-05,7.391759820328083e-05
704275,1.6569926921168232e-05,2.805288892755386e-05
704279,5.746075446951053e-05,0.0021590597983177843
704280,5.746075446951053e-05,0.0021590597983177843
704557,-1.2633570249412495e-05,-2.1385941591925682e-05
704615,3.462807862632313e-05,5.861836487179044e-05
704866,0.0001104576713873863,0.00018698393187330115
704992,0.0001104576713873863,0.00018698393187330115
705178,-1.2633570249412495e-05,-2.1385941591925682e-05
705290,-1.2633570249412495e-05,-2.1385941591925682e-05
705296,5.0464814469003386e-05,8.542672172892321e-05
706649,8.458621240094882e-05,0.00017992572776613517
706827,-1.2633570249412495e-05,-2.1385941591925682e-05
707267,-1.1493679884578034e-05,-1.945633178556751e-05
707294,0.00011381174902133782,0.00019266078686735024
707546,0.0003510305772841131,0.001266611020873358
707570,-1.2633570249412495e-05,-2.1385941591925682e-05
707762,0.0001104576713873863,0.00018698393187330115
707921,4.7673776929175226e-05,0.00010352709343695903
707939,6.102263730583762e-05,0.00010329933854752714
708167,0.00017075877055070153,0.0002890641638772944
708170,2.9349166506730485e-05,4.968224562819689e-05
708645,0.00011381174902133782,0.00019266078686735024
708933,9.644488223894665e-05,0.003367698557716223
709769,0.00011381174902133782,0.00019266078686735024
709964,6.774125200188419e-05,0.00011467261459690005
709985,5.0464813930542367e-05,8.542704713626167e-05
710214,6.872318899714144e-05,0.00011633443622166856
710286,0.00016917121063662175,0.005622454412131395
710696,1.2456647146004535e-05,2.1086663070211745e-05
711151,0.00010269196955430217,2.6264267221820082e-05
711288,0.00013454593459966103,0.00022776237415883104
711291,5.0464813930542367e-05,8.542704713626167e-05
711344,2.3863331805091264e-05,4.039603803356054e-05
711359,4.942030570185226e-05,8.365873271366053e-05
711399,-1.263357067850387e-05,-2.1385947431371105e-05
711934,-1.2633570249412495e-05,-2.1385941591925682e-05
712325,0.0002467586656073713,0.0004177163858297532
712698,0.0001487315898214196,0.004988757966132234
713115,3.429067824469414e-06,5.804816456621522e-06
713337,2.345247154712344e-05,3.970439764102227e-05
713365,-1.1928113460077866e-05,0.00029465984340558356
713868,1.3947889184260582e-05,2.3611169250300378e-05
714009,0.00012068677244641621,3.374888359204762e-05
714228,8.753979181609143e-05,0.00018603889495636525
714359,0.0001104576713873863,0.00018698393187330115
714789,-1.1880152873438737e-05,-1.9258848987156948e-05
714952,-1.2633570249412495e-05,-2.1385941591925682e-05
715103,3.260697520871665e-05,0.00013924557370237543
715104,3.260697520871665e-05,0.00013924557370237543
715218,0.00015457460302612056,0.0002616629446644785
715306,4.828537972647001e-05,0.0018745919088115329
715424,0.0008879423978161714,0.0003219223217146832
715425,0.0008879423978161714,0.0003219223217146832
715650,-1.0620430119796647e-05,-1.605527481158542e-05
715939,3.990263540053529e-05,6.754819721709781e-05
716617,-1.2633570249412495e-05,-2.1385941591925682e-05
716793,8.394652923263098e-05,0.000142105650407778
716896,3.462807862632313e-05,5.861836487179044e-05
717221,3.944295448404634e-05,8.649159180418562e-05
717565,-1.2882111909407395e-05,-2.1806637059515703e-05
717785,-1.2882125757208752e-05,-2.1806686021386492e-05
719804,0.00027671713476642523,0.00046843253400015455
719805,0.00027671713476642523,0.00046843253400015455
719806,0.00027671713476642523,0.00046843253400015455
719807,0.00027671713476642523,0.00046843253400015455
719933,0.00027671713476642523,0.00046843253400015455
719934,0.00027671713476642523,0.00046843253400015455
719935,0.00027671713476642523,0.00046843253400015455
719936,0.00027671713476642523,0.00046843253400015455
722969,0.00027671713476642523,0.00046843253400015455
722970,0.00027671713476642523,0.00046843253400015455
722971,0.00027671713476642523,0.00046843253400015455
722972,0.00027671713476642523,0.00046843253400015455
724336,0.00027671713476642523,0.00046843253400015455
724337,0.00027671713476642523,0.00046843253400015455
724338,0.00027671713476642523,0.00046843253400015455
724339,0.00027671713476642523,0.00046843253400015455
724613,1.9252684202414646e-05,3.2590919645295515e-05
724644,5.2859420591774655e-05,0.00011425992623345246
724666,1.1196092017722156e-05,1.8952767097170856e-05
724679,1.9252684202414646e-05,3.2590919645295515e-05
724737,1.9252684202414646e-05,3.2590919645295515e-05
724744,0.00027618301091187963,0.008940177286127499
724757,-7.566567474845918e-07,-1.2807767253678408e-06
724851,1.9252684202414646e-05,3.2590919645295515e-05
724864,1.9252684202414646e-05,3.2590919645295515e-05
724874,1.9252684202414646e-05,3.2590919645295515e-05
724882,6.588620896483983e-06,1.849230531662042e-05
724891,1.9252684202414646e-05,3.2590919645295515e-05
724922,0.0005806556937746683,0.0012066506725433874
724950,5.392791625767082e-05,9.129041954078536e-05
724959,1.9252684202414646e-05,3.2590919645295515e-05
724967,-1.2882131886823399e-05,-2.1806695955292793e-05
724985,1.1196092017722156e-05,1.8952767097170856e-05
725023,7.90249561139661e-05,0.00013377307505171813
725057,0.0005806556937746683,0.0012066506725433874
725060,1.9252684202414646e-05,3.2590919645295515e-05
725064,6.1526800544382085e-06,1.0415308561167188e-05
725077,1.9252684202414646e-05,3.2590919645295515e-05
725105,2.071335766072576e-05,3.5063539208352636e-05
725125,1.4133537935640592e-05,3.410817449573982e-05
725158,7.581443257818496e-06,1.2833910629653464e-05
725175,5.2859420591774655e-05,0.00011425992623345246
725187,2.270294865545193e-05,3.843150731104571e-05
725200,2.7077473857316014e-05,4.583667821469315e-05
725203,1.9252684202414646e-05,3.2590919645295515e-05
725240,1.9252684202414646e-05,3.2590919645295515e-05
725264,5.392791625767082e-05,9.129041954078536e-05
725271,1.9252684202414646e-05,3.2590919645295515e-05
725275,1.9252684202414646e-05,3.2590919645295515e-05
725345,0.0005806556937746683,0.0012066506725433874
725359,-9.066246437809212e-06,-1.21035841763223e-05
725366,9.242099957494278e-06,1.5645060664438052e-05
725379,2.071335766072576e-05,3.5063539208352636e-05
725383,2.071335766072576e-05,3.5063539208352636e-05
725433,9.242099957494278e-06,1.5645060664438052e-05
725441,0.0020478437824759162,0.0007645079017950476
725518,8.050106050655097e-06,2.1517171044940263e-05
725525,9.242099957494278e-06,1.5645060664438052e-05
725560,1.9252684202414646e-05,3.2590919645295515e-05
725601,1.119608609611915e-05,1.8952749696026376e-05
725603,0.00034708794809828694,0.0005875576090707547
725614,6.1526800544382085e-06,1.0415308561167188e-05
725646,0.0020478437824759162,0.0007645079017950476
725675,2.856148170084282e-06,4.834958496533539e-06
725690,0.00027618301091187963,0.008940177286127499
725693,7.90249561139661e-05,0.00013377307505171813
725694,6.1526800544382085e-06,1.0415308561167188e-05
725695,0.003990813531629209,0.001505897797390269
725797,7.581443257818496e-06,1.2833910629653464e-05
725798,0.0002779564159807843,0.008995158760570799
725803,1.9252684202414646e-05,3.2590919645295515e-05
725811,1.9252684202414646e-05,3.2590919645295515e-05
725840,6.152675373170931e-06,1.0415294804856917e-05
725853,1.9252684202414646e-05,3.2590919645295515e-05
725885,6.588620896483983e-06,1.849230531662042e-05
725897,-7.566567474845918e-07,-1.2807767253678408e-06
725902,0.00027618301091187963,0.008940177286127499
725904,1.9252684202414646e-05,3.2590919645295515e-05
725921,5.3927800174398896e-05,9.128875495938189e-05
725937,1.9252684202414646e-05,3.2590919645295515e-05
725943,1.9252684202414646e-05,3.2590919645295515e-05
725954,1.6361655474913016e-05,2.7696994014260074e-05
725964,7.90249561139661e-05,0.00013377307505171813
725990,0.0002779564159807843,0.008995158760570799
725995,0.00014332924454547364,2.783759763225658e-05
726007,1.9252684202414646e-05,3.2590919645295515e-05
726019,1.3528670024187694e-05,2.29013416251233e-05
726084,5.3178980098295165e-06,1.5862264156734154e-05
726107,2.071335766072576e-05,3.5063539208352636e-05
726150,2.270294865545193e-05,3.843150731104571e-05
726154,5.392791625767082e-05,9.129041954078536e-05
726172,7.968157097354238e-05,0.00013489347420910254
726193,0.00010297623259239466,0.004646628771444277
726224,0.00015542859698520228,0.00032654983385665433
726271,0.0003191187726888833,0.000665343329977222
726295,0.00026228166678972516,0.011065746521644831
726340,-1.111501076376941e-05,-1.881533769277121e-05
726357,0.00048447659580401107,0.0200189522159543
726727,-1.2882131970984169e-05,-2.180670920731698e-05
728180,-1.2882133460659453e-05,-2.1806713370199403e-05
728623,7.749755877161382e-05,0.0001652539849668595
728674,0.00010205163552471317,0.0002160743092501142
728724,0.00010205163552471317,0.0002160743092501142
728802,0.0010909975656866165,0.003886433199050427
729425,-1.288212163645505e-05,-2.1806604011614018e-05
729548,-1.2882104986043874e-05,-2.1806394089791773e-05
729647,-1.288211483850522e-05,-2.1806589875498606e-05
729896,2.2703834312229193e-05,0.0010814780031598342
730173,-1.2882123029065056e-05,-2.1806597004570967e-05
730730,-1.2881964013908048e-05,-2.1805154181725437e-05
731330,-1.2882115989599384e-05,-2.180659748585864e-05
732343,-1.2882035455151217e-05,-2.180581130630309e-05
732459,2.599306524501037e-05,5.689580138416118e-05
732569,2.599306524501037e-05,5.689580138416118e-05
732705,-2.6649335886298926e-06,-1.1220776660457812e-06
733006,2.599306524501037e-05,5.689580138416118e-05
733043,2.599306524501037e-05,5.689580138416118e-05
733064,2.599306524501037e-05,5.689580138416118e-05
733075,3.7147599017481277e-05,0.001994108614376324
733118,2.267505067398199e-05,-1.2252933652448842e-05
733318,0.00031317817500344403,8.181648039778404e-05
733458,0.00941889466066818,0.0035771101771868677
733585,2.599306524501037e-05,5.689580138416118e-05
733659,-2.6649335886298926e-06,-1.1220776660457812e-06
733666,-2.6649335886298926e-06,-1.1220776660457812e-06
734506,-1.288212711354179e-05,-2.1806667432417457e-05
738768,0.00010001588703318663,0.00016930695932907414
738809,0.0002129138813844981,0.00036042058782105227
738857,0.0001376486246738599,0.0002330116254918364
738888,0.0002129138813844981,0.00036042058782105227
739045,0.00016775451892932558,0.00028397485759544566
739118,0.0002129138813844981,0.00036042058782105227
739434,0.00010001588703318663,0.00016930695932907414
739438,0.00016775451892932558,0.00028397485759544566
739488,0.00024575696041165046,0.0004160173819957183
739526,0.00024575696041165046,0.0004160173819957183
739637,0.00016775451892932558,0.00028397485759544566
739656,0.00016775451892932558,0.00028397485759544566
739661,3.750207586148885e-05,6.348345476481576e-05
739755,0.0002617273430445221,0.005613323302260303
739758,0.0002129138813844981,0.00036042058782105227
739789,0.00024575696041165046,0.0004160173819957183
740135,0.0001376486246738599,0.0002330116254918364
740153,6.922548917128223e-05,0.00011718500010463346
740207,0.00010001588703318663,0.00016930695932907414
740222,0.00016775451892932558,0.00028397485759544566
740410,0.00010001588703318663,0.00016930695932907414
740427,0.00016775451892932558,0.00028397485759544566
740483,0.00016775451892932558,0.00028397485759544566
740537,3.22770736361773e-05,5.4638753818184246e-05
740764,6.922548917128223e-05,0.00011718500010463346
740883,0.00014557123545178222,0.00024642301425563336
741079,4.669362230687551e-05,7.90433023029061e-05
741149,3.78109213749412e-05,6.400660133425227e-05
745793,0.0001892171644599163,0.00039648277705419695
748299,0.0003329394698311552,8.809812730710425e-05
748449,7.080276759334455e-05,0.00015139763867719083
748506,3.682670027873323e-05,8.107667694197297e-05
748839,0.00015038341480474573,4.610067076462906e-05
748876,2.8541895158978457e-05,6.392944626293942e-05
748879,6.892924499091086e-05,0.00011668491149879164
748900,3.667987284580778e-05,8.077278519968205e-05
749014,6.470911242881767e-05,0.00013878547589553697
749248,0.000174318663065535,5.6056109122704755e-05
749842,6.394928904422946e-05,0.00010825307322607586
749908,7.166917429393762e-05,0.00012132133356981501
749927,5.911174070992859e-05,0.00010006417041319088
749944,5.911174070992859e-05,0.00010006417041319088
750041,9.510867183870298e-05,0.00016099960224510087
750711,-4.366645650723547e-06,0.00024220188240407106
751888,0.00042225246542406764,0.0007147900928780079
751889,0.00042225246542406764,0.0007147900928780079
751890,0.00042225246542406764,0.0007147900928780079
761955,0.00042225246542406764,0.0007147900928780079
761956,0.00042225246542406764,0.0007147900928780079
761957,0.00042225246542406764,0.0007147900928780079
765403,0.00042225246542406764,0.0007147900928780079
765404,0.00042225246542406764,0.0007147900928780079
765405,0.00042225246542406764,0.0007147900928780079
768029,-1.2882127759919465e-05,-2.1806651561676677e-05
769115,-2.5553776778977426e-06,-1.5503694545292305e-05
769270,5.353292554192377e-05,9.062096007894791e-05
769529,-1.1383308516703325e-05,4.721846768292262e-05
769535,9.332236857987782e-06,1.5797789494274113e-05
769556,0.00028876226094306563,7.007962163977226e-05
769624,0.014706587848662318,0.005594778167660106
770493,2.5994559610235232e-05,4.400395159005491e-05
770509,0.00018546839982231712,0.00031396256472556686
770547,4.265601104558233e-05,7.220829969446396e-05
772000,0.0011343221413949865,0.0002548138101432988
772092,0.0004137779371171589,0.013206079110438813
772104,0.0004137779371171589,0.013206079110438813
772154,0.0013565709040135854,0.0004134162936218713
772164,0.0004137779371171589,0.013206079110438813
772171,0.0013565709040135854,0.0004134162936218713
772249,0.0020857028536297732,-3.395811759161786e-05
772300,-6.986715300260228e-06,-6.815706370440377e-06
772320,0.0001663431785246843,-4.121257168246427e-05
772335,-4.589239241827769e-06,-7.192642345696038e-07
772396,-1.2882048361108009e-05,-2.180618275822662e-05
772445,-1.2882048361108009e-05,-2.180618275822662e-05
772466,-1.2882129535396281e-05,-2.1806683122622e-05
775859,-8.515627800863823e-06,-1.441509262153462e-05
776099,3.970310652286183e-05,6.720927600318005e-05
776170,3.327703890986029e-05,5.6331265998255946e-05
776293,2.5985218631965206e-05,4.3987714900759546e-05
776344,7.634200561383174e-05,0.00012923139199750802
776520,3.327703890986029e-05,5.6331265998255946e-05
776546,9.41868304971688e-05,0.00015943900811787274
776556,2.4853163442109233e-05,4.20713784376224e-05
777187,-4.655089424468422e-06,4.754531680071047e-06
785543,4.397310143754333e-05,7.443787130817232e-05
785566,1.4979500779925582e-05,3.585908110454554e-05
785567,0.0007812092339461195,0.00028585145396264503
785570,0.00035374469081346217,9.47101910965906e-05
785605,8.443430337342165e-05,0.0001796113182141418
785607,-4.8339138160372675e-06,-5.513159200716416e-06
785609,1.3190625157526434e-05,3.2156608625110096e-05
785613,0.0004484362887506074,0.0001248039298951954
785637,0.0004484362887506074,0.0001248039298951954
785641,0.00021374266308118816,5.0216439320992496e-05
785683,0.00012637279422078495,0.000266412361794257
785707,0.00021456827227717717,5.047882445372951e-05
785742,0.00022342325911525697,7.648028746189753e-05
785751,0.00034879309915197506,0.0037348979184215828
785773,0.00043479799016920515,0.00012046957073232078
785788,0.0004484362887506074,0.0001248039298951954
785790,2.0427985582189804e-05,0.0013204027344129467
785821,5.096750947923309e-05,8.627914579103278e-05
785848,0.00021311025489027135,5.001545499581316e-05
785861,8.017339242797988e-05,1.6898067880577813e-05
785888,5.145793031904267e-05,8.710918738660314e-05
785950,9.333745792785849e-05,0.0001580035292131804
785968,0.0005423485523422424,0.0001546499900745616
785978,0.00043479799016920515,0.00012046957073232078
786009,0.00030432285724133845,7.90035414796431e-05
786010,2.1951513017412748e-05,5.028927706581615e-05
786024,3.476070502245362e-05,5.8843966766209776e-05
786040,6.2422659446003e-05,9.51496802352604e-06
786042,9.561547686141075e-05,0.00020275324601359642
786044,0.0002109579466048675,4.933143439877974e-05
786069,9.310104704781917e-05,0.0003534223052812588
786072,4.1604228034607395e-05,7.042868075493265e-05
786081,2.4843154275938598e-05,0.0014983090670874935
786098,4.7285314246644486e-05,0.0001027232147321506
786114,0.00021217062228908796,7.17999544622914e-05
786118,1.4979500779925582e-05,3.585908110454554e-05
786136,8.443430337342165e-05,0.0001796113182141418
786138,2.8700960880996003e-05,6.425866784258265e-05
786140,0.0003274427576831303,0.00011004679433993916
786245,-7.208866856376631e-06,-1.2202915932087006e-05
786340,-7.208866856376631e-06,-1.2202915932087006e-05
786425,-1.1030318858022218e-05,-1.7973974809888472e-05
786447,-7.854641461079503e-06,-1.3296093629704848e-05
786458,-1.1671994840619723e-05,-1.9302064720966626e-05
786535,-7.208866856376631e-06,-1.2202915932087006e-05
786553,-7.208866856376631e-06,-1.2202915932087006e-05
786705,1.9515118622552114e-05,3.303537946273343e-05
786709,1.4587382088504051e-05,3.504750502542531e-05
786731,1.711537431594602e-05,2.8973553020722818e-05
786764,-1.2016729041301339e-05,-2.0015568150026748e-05
786870,3.773857154399139e-05,6.388405437934062e-05
787016,7.364913158390191e-05,0.00012467481187760463
787101,-1.1671994840619723e-05,-1.9302064720966626e-05
787124,-7.208866856376631e-06,-1.2202915932087006e-05
787256,-7.208866856376631e-06,-1.2202915932087006e-05
787418,-7.208866856376631e-06,-1.2202915932087006e-05
787441,-1.1671994840619723e-05,-1.9302064720966626e-05
787464,-7.208866856376631e-06,-1.2202915932087006e-05
787477,-1.1671994840619723e-05,-1.9302064720966626e-05
787506,-1.1671994840619723e-05,-1.9302064720966626e-05
787530,-7.208866856376631e-06,-1.2202915932087006e-05
787544,-7.208866856376631e-06,-1.2202915932087006e-05
787561,-7.208866856376631e-06,-1.2202915932087006e-05
787576,-1.1671994840619723e-05,-1.9302064720966626e-05
788600,5.282466084285907e-05,0.00011418798326987211
788612,1.0951704495278423e-05,2.752266871793246e-05
788807,1.3672210348180338e-05,3.315335534834422e-05
788865,8588.858579898164,4173.413227359272
788979,1.0453222682185655e-05,1.769527493973468e-05
789066,5.550608626715917e-05,0.0001197377843375477
789174,3.708249301039837e-06,1.2530741287715582e-05
789290,1.1877223843892232e-05,2.943823505162307e-05
789341,-9.432199770058438e-06,-1.0668511797707418e-05
789353,0.0002810074557350048,0.0001004314039742903
789611,1.002125229135798e-05,2.5596892752678224e-05
789701,3.282713921229705e-05,7.279870356423677e-05
789879,4.197353278641574e-05,9.172918149698571e-05
789983,1.23109230539703e-05,3.033587118102226e-05
790105,8.824058954865765e-06,2.3119037207315496e-05
790437,4.338344500661066e-05,7.343941061438121e-05
792352,-9.650340068369587e-06,-1.5117816811367475e-05
792839,-8.307099576027203e-06,-1.2337689607798477e-05
793196,-1.2882132702387749e-05,-2.180671122897595e-05
793269,-1.0158615250062275e-05,-1.7196360380031067e-05
793277,-1.2374932840375073e-06,0.0003392163054232168
793318,-3.4072324463572937e-06,8.783253373457215e-06
793406,0.0015590819524875323,0.0005780100986699983
793668,-9.564407075241613e-06,8.105396739037408e-05
793767,1.716430945389221e-05,4.0381024322344254e-05
793792,2.0169502999635402e-05,4.660093489587463e-05
793826,3.528889935089312e-05,7.571513981587355e-05
793829,1.716430945389221e-05,4.0381024322344254e-05
793846,1.6039370677042128e-05,3.8052715517536884e-05
793850,5.139930022087395e-05,0.00011123788522499344
793853,2.5683985243118282e-05,5.8014371631877694e-05
793873,1.8385709518241964e-05,4.290898102766886e-05
793907,1.6039370677042128e-05,3.8052715517536884e-05
793920,2.5359742491836893e-05,5.561364476510825e-05
793921,3.3485375957910286e-05,7.206392178471538e-05
793930,1.716430945389221e-05,4.0381024322344254e-05
793933,1.6039370677042128e-05,3.8052715517536884e-05
793970,1.6039370677042128e-05,3.8052715517536884e-05
